Handle,Title,Image_Position,Filename,FAL_URL,Local_Path,Alt_Text,Prompt,Status
soft-pods,Soft Pods,3,soft-pods-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28b/HB2zwfNggOO4p5ZUZWMAS.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/soft-pods-gen-3.jpg,Soft Pods - Office Setting,"Soft Pods in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
soft-pods,Soft Pods,4,soft-pods-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28b/a19u9xt9FaqKv8UBy7jM6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/soft-pods-gen-4.jpg,Soft Pods - Detail Close-Up,"Close-up detail shot of Soft Pods, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
innovations-u-shape-suite,Innovations U-Shape Suite,2,innovations-u-shape-suite-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28b/D6MGpENMNP9dXyE97TBhE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-u-shape-suite-gen-2.jpg,Innovations U-Shape Suite - Studio White,"Professional product photography of Innovations U-Shape Suite on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
innovations-u-shape-suite,Innovations U-Shape Suite,3,innovations-u-shape-suite-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28c/TTgTWT8VI10e4pQKY5dGb.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-u-shape-suite-gen-3.jpg,Innovations U-Shape Suite - Office Setting,"Innovations U-Shape Suite in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
innovations-u-shape-suite,Innovations U-Shape Suite,4,innovations-u-shape-suite-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28c/gQKzR6WbuLyLSAGXXOlAn.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/innovations-u-shape-suite-gen-4.jpg,Innovations U-Shape Suite - Detail Close-Up,"Close-up detail shot of Innovations U-Shape Suite, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",2,upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28c/eEQP1x4mMpcKpZdxdrz2Q.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-2.jpg,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours - Studio White","Professional product photography of Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",3,upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28c/PtUWnNvd6CrulxFPtaVct.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-3.jpg,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours - Office Setting","Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",4,upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28c/VOegTBVs4Cgo1ZoGocZL2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/upscale-meeting-boardroom-tables-3-sizes-8-colours-gen-4.jpg,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours - Detail Close-Up","Close-up detail shot of Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
modern-grigio-reception-desk,Modern Grigio Reception Desk,2,modern-grigio-reception-desk-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28c/vInkz0sRncs2JVbjdPYEU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/modern-grigio-reception-desk-gen-2.jpg,Modern Grigio Reception Desk - Studio White,"Professional product photography of Modern Grigio Reception Desk on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
modern-grigio-reception-desk,Modern Grigio Reception Desk,3,modern-grigio-reception-desk-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28d/x_rm_VgY5kHHpSNomoLrx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/modern-grigio-reception-desk-gen-3.jpg,Modern Grigio Reception Desk - Office Setting,"Modern Grigio Reception Desk in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
modern-grigio-reception-desk,Modern Grigio Reception Desk,4,modern-grigio-reception-desk-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28d/HHtrnESX1zzfNfb1xEViK.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/modern-grigio-reception-desk-gen-4.jpg,Modern Grigio Reception Desk - Detail Close-Up,"Close-up detail shot of Modern Grigio Reception Desk, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410",2,management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28d/p2HuFLE7rJ-qqKAXtWuyj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-2.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410 - Studio White","Professional product photography of Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410 on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410",3,management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28d/N0V0UlDe9-nnGgS1_49hC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-3.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410 - Office Setting","Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410 in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410",4,management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28d/yOw3qbzaXpp2mdRpohj8T.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410-gen-4.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410 - Detail Close-Up","Close-up detail shot of Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
nutmeg-reception,Nutmeg Reception,2,nutmeg-reception-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28e/Z4TpL_3MinKwbhj-ejYSO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nutmeg-reception-gen-2.jpg,Nutmeg Reception - Studio White,"Professional product photography of Nutmeg Reception on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
nutmeg-reception,Nutmeg Reception,3,nutmeg-reception-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28e/tv6HoWtMpRwchkR_5e95A.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nutmeg-reception-gen-3.jpg,Nutmeg Reception - Office Setting,"Nutmeg Reception in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
nutmeg-reception,Nutmeg Reception,4,nutmeg-reception-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28e/i_bDbB-5ypydhj8q8pIhN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nutmeg-reception-gen-4.jpg,Nutmeg Reception - Detail Close-Up,"Close-up detail shot of Nutmeg Reception, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
nourish-high-back-bariatric-patient-chair-gc3685-1,Nourish™ High Back Bariatric Patient Chair (GC3685),2,nourish-high-back-bariatric-patient-chair-gc3685-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28e/TjXUC1vy0yupSBJDeDYGU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nourish-high-back-bariatric-patient-chair-gc3685-1-gen-2.jpg,Nourish™ High Back Bariatric Patient Chair (GC3685) - Studio White,"Professional product photography of Nourish™ High Back Bariatric Patient Chair (GC3685) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
nourish-high-back-bariatric-patient-chair-gc3685-1,Nourish™ High Back Bariatric Patient Chair (GC3685),3,nourish-high-back-bariatric-patient-chair-gc3685-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28e/T5ytjh0KSNyK5BWIbHCHA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nourish-high-back-bariatric-patient-chair-gc3685-1-gen-3.jpg,Nourish™ High Back Bariatric Patient Chair (GC3685) - Office Setting,"Nourish™ High Back Bariatric Patient Chair (GC3685) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
nourish-high-back-bariatric-patient-chair-gc3685-1,Nourish™ High Back Bariatric Patient Chair (GC3685),4,nourish-high-back-bariatric-patient-chair-gc3685-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28e/mCyTeGJTCvBggthBcXvnb.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/nourish-high-back-bariatric-patient-chair-gc3685-1-gen-4.jpg,Nourish™ High Back Bariatric Patient Chair (GC3685) - Detail Close-Up,"Close-up detail shot of Nourish™ High Back Bariatric Patient Chair (GC3685), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,2,global-recliner-primacare-gc3608mrc-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28f/26vktKhYeFmh9SOSVx4lt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/global-recliner-primacare-gc3608mrc-gen-2.jpg,Global Recliner Primacare GC3608MRC - Studio White,"Professional product photography of Global Recliner Primacare GC3608MRC on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,3,global-recliner-primacare-gc3608mrc-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28f/aqe-QQ1CZoJWd5nFMCWBw.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/global-recliner-primacare-gc3608mrc-gen-3.jpg,Global Recliner Primacare GC3608MRC - Office Setting,"Global Recliner Primacare GC3608MRC in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,4,global-recliner-primacare-gc3608mrc-gen-4.jpg,https://v3b.fal.media/files/b/0a97b28f/c6V9I0SfB1y8o_G-biqd2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/global-recliner-primacare-gc3608mrc-gen-4.jpg,Global Recliner Primacare GC3608MRC - Detail Close-Up,"Close-up detail shot of Global Recliner Primacare GC3608MRC, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
makerspace-tables,Makerspace Tables,2,makerspace-tables-gen-2.jpg,https://v3b.fal.media/files/b/0a97b28f/Tr56I4gsf8QYgNoH0Rmo-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/makerspace-tables-gen-2.jpg,Makerspace Tables - Studio White,"Professional product photography of Makerspace Tables on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
makerspace-tables,Makerspace Tables,3,makerspace-tables-gen-3.jpg,https://v3b.fal.media/files/b/0a97b28f/mQWL0dStHnPCKOY0TxbmG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/makerspace-tables-gen-3.jpg,Makerspace Tables - Office Setting,"Makerspace Tables in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
makerspace-tables,Makerspace Tables,4,makerspace-tables-gen-4.jpg,https://v3b.fal.media/files/b/0a97b290/XNvmqeSIkJtuY-Qtnc2AM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/makerspace-tables-gen-4.jpg,Makerspace Tables - Detail Close-Up,"Close-up detail shot of Makerspace Tables, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,2,l-shape-height-adjustable-desk-set-gen-2.jpg,https://v3b.fal.media/files/b/0a97b290/ChM3rXwx8t12xjrULWwan.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/l-shape-height-adjustable-desk-set-gen-2.jpg,L-Shape Height Adjustable Desk Set - Studio White,"Professional product photography of L-Shape Height Adjustable Desk Set on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,3,l-shape-height-adjustable-desk-set-gen-3.jpg,https://v3b.fal.media/files/b/0a97b290/_uew-HMbsKx0SlsQdpGQl.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/l-shape-height-adjustable-desk-set-gen-3.jpg,L-Shape Height Adjustable Desk Set - Office Setting,"L-Shape Height Adjustable Desk Set in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,4,l-shape-height-adjustable-desk-set-gen-4.jpg,https://v3b.fal.media/files/b/0a97b290/BNSNIQK1-o_qyjdF9wHOs.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/l-shape-height-adjustable-desk-set-gen-4.jpg,L-Shape Height Adjustable Desk Set - Detail Close-Up,"Close-up detail shot of L-Shape Height Adjustable Desk Set, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""",2,height-adjustable-l-shape-71x71-gen-2.jpg,https://v3b.fal.media/files/b/0a97b290/8b-TFsVNhgcxC5ohpE0w3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-71x71-gen-2.jpg,"Height Adjustable L-Shape 71""x71"" - Studio White","Professional product photography of Height Adjustable L-Shape 71""x71"" on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
