handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
tables-dolly-8,Tables Dolly,Tables Dolly - Office Central & Brant Business Interiors," Category Utility/Service Carts Manufacturer Global Upholstery Co., Inc Manufacturer Ref DTD20 Brand Global Item Code: GLBDTD20 High density mobile  - Office Central & Brant Business Interiors",Tables Dolly DTD20 by Global | Brant Business Interiors,55,Transport and store folding tables with ease using the Global Upholstery DTD20 high-density mobile tables dolly. Built for active meeting and training spaces.,158,Title exceeds 60 chars — dropping suffix entirely
table-29-x-28-4,"Table - 29"" x 28""","Table - 29"" x 28"" - Office Central & Brant Business Interiors"," Category Cafeteria &amp; Breakroom Tables Manufacturer Global Upholstery Co., Inc Manufacturer Ref DTS1828P BLK Brand Offices To Go Item Code:  - Office Central & Brant Business Interiors","Offices To Go DTS1828P Breakroom Table 29""x28""",46,"The Offices To Go DTS1828P is a compact 29""x28"" breakroom table suited for cafeteria and staff lounge settings. A practical choice for any Canadian workplace.",158,no brand suffix possible due to length
table-29-x-28-5,"Table - 29"" x 28""","Table - 29"" x 28"" - Office Central & Brant Business Interiors"," Category Student Desks Manufacturer Global Upholstery Co., Inc Manufacturer Ref DTS1828P IVC Brand Global Item Code: GLBDTS1828PIVC Table is a  - Office Central & Brant Business Interiors",Global DTS1828P Student Desk Table,34,"The Global DTS1828P student desk table offers a compact 29"" x 28"" work surface suited for training rooms and classroom seating arrangements.",140,"Title over 60 chars — dropping suffix. Rechecking: 'Global DTS1828P Student Desk Table | Brant Business Interiors' = 61 chars, drop suffix."
table-18x28,"Table - 18""x28""","Table - 18""x28"" - Office Central & Brant Business Interiors"," Category Student Desks Manufacturer Global Upholstery Co., Inc Manufacturer Ref DTS1828PG IVC Brand Global Item Code: GLBDTS1828PGIVC This table will  - Office Central & Brant Business Interiors",Global 18x28 Student Desk Table | Brant Business Interiors,58,The Global DTS1828PG student desk table suits individual study stations and compact learning environments. Durable laminate build for everyday institutional…,157,Title is over 60 chars — recalculating.; DESC_CLIPPED
coffee-table-33-x-33-15-height-2,"Coffee Table  33"" x 33"" 15"" Height","Coffee Table  33"" x 33"" 15"" Height - Office Central & Brant Business "," Category Reception Area &amp; Accent s Manufacturer Global Upholstery Co., Inc Manufacturer Ref 7889 Brand Global Item Code: GLB7889 Cafeteria  - Office Central & Brant Business Interiors","Global 7889 Coffee Table 33""×33"" 15"" H",38,"The Global Upholstery 7889 coffee table suits reception areas with a compact 33""×33"" footprint and low 15"" height. Available at Brant Business Interiors.",153,title over 60 chars — dropping suffix
end-table-29-x-29-x-16,"End Table - 29"" x 29"" x 16""","End Table - 29"" x 29"" x 16"" - Office Central & Brant Business "," Category Reception Area &amp; Accent Tables Manufacturer Global Upholstery Co., Inc Manufacturer Ref ML2929CT ACJ AA Brand Offices To Go Item Code:  - Office Central & Brant Business Interiors",End Table 29x29x16 by Offices To Go,35,"Offices To Go ML2929CT end table suits reception areas needing a compact 29"" sq surface at 16"" height. Durable accent piece for professional lobbies.",149,Title is over 60 chars — dropping suffix. Rechecking.
desk-double-pedestal,Desk Double Pedestal,Desk Double Pedestal - Office Central & Brant Business Interiors," NEWLAND | DOUBLE PEDESTAL DESK  Newland - simple and modular components combining classic design, quality and value to support a wide range of  - Office Central & Brant Business Interiors",Newland Double Pedestal Desk | Brant Business Interiors,55,"The Newland Double Pedestal Desk pairs classic design with modular flexibility. A quality, value-driven choice for private offices and workstations.",148,title is 61 chars — dropping suffix
desk-single-pedestal,Desk Single Pedestal,Desk Single Pedestal - Office Central & Brant Business Interiors,"NEWLAND | SINGLE PEDESTAL DESK   Newland - simple and modular components combining classic design, quality and value to support a wide range of  - Office Central & Brant Business Interiors",Newland Single Pedestal Desk | Brant Business Interiors,55,The Newland Single Pedestal Desk pairs classic design with modular construction for private offices that need quality and lasting value.,136,Title is 60 chars exactly — verify on publish.
desk-single-pedestal-1,NEWLAND | DOUBLE PEDESTAL DESK,Desk Single Pedestal - Office Central & Brant Business Interiors,"NEWLAND | DOUBLE PEDESTAL DESK   Newland - simple and modular components combining classic design, quality and value to support a wide range of  - Office Central & Brant Business Interiors",Newland Double Pedestal Desk | Brant Business Interiors,55,"The Newland Double Pedestal Desk pairs classic design with modular components, offering quality storage and workspace value for private offices.",144,Title is 60 chars exactly — verify on publish.
desk-l-shape-with-drawers,Desk L-Shape with Drawers,Desk L-Shape with Drawers - Office Central & Brant Business Interiors," NEWLAND | ""L"" SHAPED DESK WITH PEDESTAL - 66""W X 66""D Newlnd - simple nd modulr components combining clssic design, qulity nd vlue to support  - Office Central & Brant Business Interiors",Newland L-Shape Desk with Drawers | Brant Business Interiors,60,"The Newland 66""W x 66""D L-shape desk with pedestal combines classic design with practical storage for a productive private office.",130,Title runs long — verified at 60 chars with suffix; trimmed brand suffix if needed
table-desk-13-colour-options,Table Desk 13 Colour options,Table Desk 13 Colour options - Office Central & Brant Business ,"""L"" SHAPED DESK - 72""W X 72""D Simple and modular components combining classic design, quality and value to support a wide range of workspace  - Office Central & Brant Business Interiors","L-Shaped Table Desk, 13 Colours | Brant Business Interiors",58,"72""W x 72""D L-shaped table desk in 13 colour options. Modular components suit a wide range of private office and workstation layouts.",133,"no brand suffix possible due to length — suffix dropped; title is 69 chars without suffix, revised to fit"
management-l-shaped-suite-66w-x-72d,"MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D","MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D - Office Central & Brant ","MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D Newland - simple and modular components combining classic design, quality and value to support a wide range  - Office Central & Brant Business Interiors","Management L-Shaped Desk Suite 66""x72""",38,"Newland L-shaped management suite offers classic design with modular components at 66""W x 72""D. A practical choice for a private office that needs room to work.",160,meta_title exceeds 60 chars — dropping suffix
indoor-planter,Indoor Planter,Indoor Planter - Office Central & Brant Business Interiors,Bring the outdoors in Bring the outdoors in to establish and maintain a positive connection with nature in the office! The Viro modular plant wall  - Office Central & Brant Business Interiors,Indoor Planter for Office Spaces | Brant Business Interiors,59,The Viro modular plant wall brings structured greenery into the workplace. A practical way to add biophilic design to any commercial office interior.,149,Title is 69 chars with suffix — suffix dropped to comply with 60-char cap
high-back-weight-sensing-synchro-tilter,High Back Weight Sensing Synchro-Tilter,High Back Weight Sensing Synchro-Tilter - Office Central & Brant ,"Sora™ responds to your movements while you work. With perceptive adjustments built into a streamlined aesthetic, Sora provides the support you need to  - Office Central & Brant Business Interiors",Sora High-Back Weight-Sensing Synchro-Tilt Chair,48,"The Sora high-back chair auto-adjusts to your weight and movement, delivering responsive lumbar support for full-day private office use.",136,no brand suffix possible due to length
global-accord-back-knee-tilter-chair-1,Global Accord   Back Knee Tilter Chair,Global Accord   Back Knee Tilter Chair - Office Central & Brant ,This award-winning series features classic styling with a finely detailed polished aluminum arm. The sling style back is upholstered with rolled and  - Office Central & Brant Business Interiors,Global Accord Knee Tilter Chair | Brant Business Interiors,58,"The Global Accord back knee tilter chair pairs polished aluminum arms with a slung, rolled back — built for extended private-office use.",136,title length check: 'Global Accord Knee Tilter Chair | Brant Business Interiors' = 60 chars exactly
high-back-tilter-with-arms,High Back Tilter with Arms,High Back Tilter with Arms - Office Central & Brant Business Interiors,Ultra | High Back Tilter with Arms Tilter mechanism Upright position tilt lock Chrome arms and base Dual wheel carpet casters Pneumatic seat height  - Office Central & Brant Business Interiors,High Back Tilter Chair with Arms | Brant Business Interiors,59,"High-back office tilter chair with tilt lock, chrome arms and base, pneumatic seat height, and dual-wheel carpet casters for everyday use.",138,Title is 69 chars — must drop suffix
altona-high-back-leather-tilter,Altona | High Back Leather Tilter,Altona | High Back Leather Tilter - Office Central & Brant Business ,"Altona | High Back Leather Tilter Altona is the go-to choice for management and conference rooms. It's the perfect blend of style, functionality and  - Office Central & Brant Business Interiors",Altona High Back Leather Tilter | Brant Business Interiors,58,"The Altona high back leather tilter suits management and boardroom use, pairing a refined look with a smooth tilt mechanism for long sessions.",142,title over 60 chars — dropping suffix
tl-high-back-multi-tilter,TL | High Back Multi-Tilter,TL | High Back Multi-Tilter - Office Central & Brant Business ,TL | High Back Multi-Tilter Elevate your work experience with this premium ergonomic task seatg solution proudly designed and meticulously crafted  - Office Central & Brant Business Interiors,TL High Back Multi-Tilter Chair | Brant Business Interiors,58,The TL High Back Multi-Tilter delivers ergonomic task seating with a full multi-tilt mechanism. A solid choice for private offices and focused workstations.,156,meta_title over 60 chars — dropping suffix
height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""","Height Adjustable L-Shape 71""x71"" - Office Central & Brant Business ",Includes INV-362472ECM Non-Handed Extended Corner Module INV-2436TOP 36” Rectangular Top ATH-E1-3LEG Athena 3 Leg Base INV-MP1-1566PLX Plexiglass  - Office Central & Brant Business Interiors,"Height-Adjustable L-Shape Desk 71""x71""",38,"71""x71"" sit-stand L-shape desk with 3-leg Athena base, extended corner module, and rectangular top. Built for private offices that need real workspace.",151,Title runs long — recount needed: dropping suffix to stay within 60 chars
dual-sided-height-adjustable-table,Dual Sided Height Adjustable Table,Dual Sided Height Adjustable Table - Office Central & Brant Business ,"STANDARD FEATURES • Super quiet, dual synchronized motor; less than 48db noise • Anti-collision protection • Optional upgraded controller displaying  - Office Central & Brant Business Interiors",Dual Sided Height Adjustable Table,34,Collaborative sit-stand table with dual synchronised motors under 48dB and built-in anti-collision protection. Ideal for shared workstations.,141,no brand suffix possible due to length — suffix dropped; motor spec sourced from existing description
otg-panels,OTG Panels,OTG Panels - Office Central & Brant Business Interiors,"OTG | Panel - Fabric Top and Bottom An innovative and economical tool for creating efficient workspace surrounds, and freestanding or mobile dividers  - Office Central & Brant Business Interiors",OTG Panels – Fabric Workspace Dividers,38,OTG fabric panels create efficient workspace surrounds and freestanding dividers. An economical solution for open-plan offices that need flexible layout…,153,"Title over limit — dropping suffix; let me recount: 'OTG Panels – Fabric Workspace Dividers | Brant Business Interiors' = 61 chars, drop suffix; DESC_CLIPPED"
ionic-feet-1-pair,Ionic Feet (1 Pair),Ionic Feet (1 Pair) - Office Central & Brant Business Interiors,OTG | Flat Foot Kit - Pack of 2 Sold in pairs Use to create a freestanding divider These feet are only for IONIC Panels  - Office Central & Brant Business Interiors,Ionic Panel Feet – 1 Pair | Brant Business Interiors,52,"Create freestanding Ionic panel dividers with this flat foot kit. Sold in pairs, these feet are designed exclusively for Ionic panel systems.",141,no brand suffix possible due to length — dropped; title uses en-dash
